Brand,Price,Photo,Model Number,Made In,Warranty,Available Colors,Body Type,Engine Type,Engine Power,Torque,No. of Cylinders,Charger,Maximum Speed,Acceleration Time (0-100 kmph),Transmission Type,Drive Type,Gear Box,Steering Type,Steering Gear Type,Front Suspension,Back Suspension,Length,Width,Height,Wheel Base,Ground Clearance,Kerb Weight,Tyre Size,Wheel Size,Front Brake,Rear Brake,Mileage in City,Mileage on Highway,Fuel Type,Seating Capacity,Fuel Tank Capacity (Litres),No. of Doors,Air Conditioner,Heater,AntiLock Braking System,Central Locking,Power Steering,Power Windows,Leather Seats,Anti-Lock Braking,Brake Assist,Central Locking,Power Door Locks,Child Safety Locks,Night Rear View Mirror,Rear Seat Belts,Door Ajar Warning,Adjustable Seats,Crash Sensor,Engine Check Warning,Rear Camera,Anti-Theft Device,Touch Screen,Audio System Remote Control,Speakers Front & back,Bluetooth Connectivity,USB & Auxiliary Input,Adjustable Steering Column,Height Adjustable Driving Seat,Digital Clock,Smoke Headlamps,Electric Folding Rear View Mirror,Automatic Climate Control,Low Fuel Warning Light,Parking Sensors,Bottle Holder,Voice Control,Minimum Turning Radius,Tyre Type,Seat Belt Warning,Vehicle Stability Control System,Engine Immobilizer,Rear Reading Lamp,Fuel System,Radio,Outside Temperature Display,Valve Configuration,Fog Lights Front & Back,Centrally Mounted Fuel Tank,CD Player,DVD Player,Electric Adjustable Seats,Keyless Entry,Boot Space,Tyre Pressure Monitor,Smart Access Card Entry,Assembled In,Displacement (cc),Xenon Headlamps,Halogen Headlamps,Shock Absorbers Type,Removable/Convertible Top,Introduction Date,Cassette Player
Honda,"37,870",https://www.ccarprice.com/products/Honda_Passport_2023.jpg,Passport 2023,japan,"3 Years / 36000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 5 Years / 60000 Miles Drivetrain , 3 Years / 36000 Miles Roadside Assistance warranty","Crystal Black Pearl, Lunar Silver Metallic, Modern Steel Metallic, Obsidian Blue Pearl, Black Copper Pearl, Deep Scarlet Pearl, and Platinum White Pearl.",SUV,3.5-liter V6 Gas,280 hp @ 6000 rpm,262 lb-ft @ 4700 rpm,V6,,,,Automatic,All-Wheel Drive,9-Speed,Power,Rack-Pinion,Strut,Multi-Link,189.1 in,78.6 in,72.2 in,111 in,,"4,262 lbs",P265/45HR20,20 in x 8 in Aluminum Wheels,Discs,Discs,19 City,24 Hwy,Gasoline,5 seater,19.5 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,39.5 ft,,Yes,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,
Honda,"32,790",https://www.ccarprice.com/products/Honda_Passport_2022.jpg,Passport Sport 2022,japan,"3 Years / 36000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 5 Years / 60000 Miles Drivetrain , 3 Years / 36000 Miles Roadside Assistance warranty","Crystal Black Pearl, Lunar Silver Metallic, Modern Steel Metallic, Obsidian Blue Pearl, Black Copper Pearl, Deep Scarlet Pearl, and Platinum White Pearl.",SUV,3.5-liter V6 Gas,280 hp @ 6000 rpm,262 lb-ft @ 4700 rpm,,,,,Automatic,Front wheel drive (FWD),9-Speed,Power,Rack and pinion,Strut,Multi-Link,190.5 in,78.6 in,71.6 in,111 in,,"3,955 lbs",P245/50HR20,20 in x 8 in Aluminum Wheels,Discs,Discs,20 MPG,25 MPG,Gasoline,5 seater,19.5 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,39.5 ft,,Yes,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,
Honda,"31,610",https://www.ccarprice.com/products/Honda_CR-V_Hybrid_2022.jpg,CR-V Hybrid 2022,japan,"3 Years / 36000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 5 Years / 60000 Miles Drivetrain , and 3 Years / 36000 Miles Roadside Assistance.","Crystal Black Pearl, Lunar Silver Metallic, Modern Steel Metallic, Obsidian Blue Pearl, Platinum White Pearl, and Radiant Red Metallic.",SUV,2.0L Inline-4 Hybrid,212 hp @ 6200 rpm,129 lb-ft @ 3500 rpm,4,,129 mph,0-60 (6.5),Continuously Variable Automatic (CVT),All-Wheel Drive,,Power,Rack-Pinion,,,182.1 in,73 in,66.5 in,104.7 in,,"3,708 lbs",P235/60HR18,18 in x 7.5 in Aluminum Wheels,Disc,Disc,40 City,35 Hwy,Hybrid,5 seater,14 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,37.4 ft,,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,
Honda,"41,210",https://www.ccarprice.com/products/Honda_Odyssey_Sport_2023.jpg,Odyssey Sport 2023,japan,"Basic: 3 Years / 36000 Miles , Corrosion: 5 Years / Unlimited Miles , Drivetrain: 5 Years / 60000 Miles and Roadside Assistance: 3 Years / 36000 Miles","Crystal Black Pearl, Lunar Silver Metallic, Modern Steel Metallic, Obsidian Blue Pearl, Pacific Pewter Metallic, Platinum White Pearl, and Radiant Red Metallic II.",Minivan,3.5-liter V6 Gas,280 hp @ 6000 rpm,262 lb-ft @ 4700 rpm,,,,,Automatic,Front Wheel Drive,10-Speed,Power,Rack-Pinion,Strut,Trailing Arm,205.2 in,78.5 in,69.6 in,118.1 in,4.5 in,"4,535 lbs",P235/55HR19,19 in x 7.5 in,Disc (ABS),Disc (ABS),19 City,28 Hwy,Gasoline,8 seater,19.5 gallons,5 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,36.7 ft,,Yes,,,,,,,,,,,,,,,,,,,,,,,,
Honda,"37,340",https://www.ccarprice.com/products/Honda_Odyssey_2023.jpg,Odyssey 2023,japan,"Basic: 3 Years / 36000 Miles , Corrosion: 5 Years / Unlimited Miles , Drivetrain: 5 Years / 60000 Miles and Roadside Assistance: 3 Years / 36000 Miles","Crystal Black Pearl, Lunar Silver Metallic, Modern Steel Metallic, Obsidian Blue Pearl, Pacific Pewter Metallic, Platinum White Pearl, and Radiant Red Metallic II.",Minivan,3.5-liter V6 Gas,280 hp @ 6000 rpm,262 lb-ft @ 4700 rpm,,,,,Automatic,Front-Wheel Drive,10-Speed,Power,Rack-Pinion,Strut,Trailing Arm,205.2 in,78.5 in,69.6 in,118.1 in,4.5 in,"4,482 lbs",P235/60HR18,18 in x 7 in,Disc (ABS),Disc (ABS),19 City,28 Hwy,Gasoline,8 seater,19.5 gallons,5 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,36.7 ft,,Yes,,,,,,,,,,,,,,,,,,,,,,,,
Honda,"28,900",https://www.ccarprice.com/products/Honda_Insight_2023_1.jpg,Insight 2023,japan,"3 Years / 36,000 Miles Basic, 5 Years / Unlimited Miles Corrosion, 5 Years / 60,000 Miles Drivetrain Warranty","Platinum White Pearl, Modern Steel Metallic, Platinum White Pearl, Modern Steel Metallic",Sedan,1.5-liter Inline-4 Hybrid,151 hp @ 6000 rpm,99 lb-ft @ 5000 rpm,4,,,,Continuously Variable Automatic (CVT),Front wheel drive,10-Speed,Power,Rack-Pinion,Strut,Multi-Link,183.6 in,71.6 in,55.6 in,106.3 in,TBC,"3,078 lbs",P215/50HR17,17 in x 7 in,Disc (ABS),Disc (ABS),51 City,45 Hwy,Hybrid,5 Seats,10.6 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,35.7 ft,Tubeless,Yes,Yes,Yes,,Hybrid,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,
Honda,"25,760",https://www.ccarprice.com/products/Honda_Insight_2022.jpg,Insight EX 2022,japan,"3 Years / 36,000 Miles Basic, 5 Years / Unlimited Miles Corrosion, 5 Years / 60,000 Miles Drivetrain Warranty","Crystal Black Pearl, Lunar Silver Metallic, Modern Steel Metallic, Cosmic Blue Metallic, Platinum White Pearl, Radiant Red Metallic.",Sedan,1.5-liter Inline-4 Hybrid,151 hp @ 6000 rpm,99 lb-ft @ 5000 rpm,4,,,,Continuously Variable Automatic (CVT),Front wheel drive,,Power,Rack-Pinion,Strut,Multi-Link,183.6 in,71.6 in,55.6 in,106.3 in,,"3,000 lbs",P215/55VR16,16 in x 7 in,Disc (ABS),Disc (ABS),55 City,49 Hwy,Hybrid,5 Seats,10.6 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,35.7 ft,,Yes,Yes,,Yes,,,,,,,,Yes,,Yes,,,,,,,,,,,
Honda,"33,250",https://www.ccarprice.com/products/Honda_Clarity_2023.jpg,Clarity 2023,japan,"3 Years / 36000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 5 Years / 60000 Miles Drivetrain , 3 Years / 36000 Miles Roadside Assistance warranty","Crimson Pearl, Crystal Black Pearl, and Platinum White Pearl.",Sedan,Hydrogen Fuel Cell,174 hp @ 4501 rpm,221 lb-ft @ 3500 rpm,,,,,Automatic,Front-Wheel Drive,Single Speed,Power,Rack-Pinion,Strut,Multi-Link,192.7 in,73.9 in,58.2 in,108.3 in,,"4,134 lbs",P235/45VR18,18 in x 8 in,Discs,Discs,68 MPGE,67 MPGE,Electric,5 seater,8.7 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,38.4 ft,Alloy,Yes,Yes,,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,
Honda,"28,000",https://www.ccarprice.com/products/Honda_Accord_2023_3.jpg,Accord 2023,japan,"Basic: 3 Years / 36000 Miles , Corrosion: 5 Years / Unlimited Miles , Drivetrain: 5 Years / 60000 Miles , and Roadside Assistance: 3 Years / 36000 Miles","Crystal Black Pearl, Lunar Silver Metallic, San Marino Red, Platinum White Pearl, Sonic Gray Pearl, and Still Night Pearl.",Sedan,1.5L Turbo Inline-4 Gas,"192 hp @ 6,000 rpm","260 lb-ft @ 1,750 rpm",4,,,,Continuously Variable Automatic (CVT),Front-Wheel Drive,,Power,Rack-Pinion,Strut,Multi-Link,196.1 in,73.3 in,57.1 in,111.4 in,,"3,150 lbs",P225/50HR17,17 in x 7.5 in Aluminum Wheels,Disc,Disc,30 City,38 Hwy,Gasoline,5 seater,14.8 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,38.2 ft,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Honda,"18,030",https://www.ccarprice.com/products/Honda_City_VX_MT_Diesel_2022.jpg,City VX MT Diesel 2022,Japan,"Basic: 3 Years / 36,000 Miles 4 Years / 60,000 Miles Drivetrain, 5 Years / 60,000 Miles Maintenance , and 5 Years / 60,000 Miles Roadside Assistance warranty.","Black, Blue Glow Metallic, Cayenne Orange Metallic, Cherry Red Tintcoat, Iron Gray Metallic, Red Hot, Silver Ice Metallic, and Summit White.",Sedan,Water Cooled Inline i-VTEC DOHC with VTC,[email protected],[email protected],4 Cylinders,,,,Manual,Front Wheel Drive,6-Speed,Power,,McPherson Strut with Coil Spring,Torsion Beam with Coil Spring,4549 mm,1748 mm,1489 mm,2600 mm,165 mm,1191 Kg,185/55 R16,R16,Ventilated Disc,Drum,15.32 MPG,20.68 MPG,Diesel,5 Seaters,40.0 Liter Gallon,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.3 ft,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Honda,"16,150",https://www.ccarprice.com/products/Honda_City_VX_MT_2022.jpg,City VX MT 2022,Japan,"Basic: 3 Years / 36,000 Miles 4 Years / 60,000 Miles Drivetrain, 5 Years / 60,000 Miles Maintenance , and 5 Years / 60,000 Miles Roadside Assistance warranty.","Black, Blue Glow Metallic, Cayenne Orange Metallic, Cherry Red Tintcoat, Iron Gray Metallic, Red Hot, Silver Ice Metallic, and Summit White.",Sedan,Water Cooled Inline i-VTEC DOHC with VTC,[email protected],[email protected],4 Cylinders,,,,Manual,Front Wheel Drive,6-Speed,Power,,McPherson Strut with Coil Spring,Torsion Beam with Coil Spring,4549 mm,1748 mm,1489 mm,2600 mm,165 mm,1191 Kg,185/55 R16,R16,Ventilated Disc,Drum,16.28 MPG,20.68 MPG,Petrol,5 Seaters,40.0 Liter Gallon,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.3 ft,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Honda,"16,330",https://www.ccarprice.com/products/Honda_City_V_MT_Diesel_2022.jpg,City V MT Diesel 2022,Japan,"Basic: 3 Years / 36,000 Miles 4 Years / 60,000 Miles Drivetrain, 5 Years / 60,000 Miles Maintenance , and 5 Years / 60,000 Miles Roadside Assistance warranty.","Black, Blue Glow Metallic, Cayenne Orange Metallic, Cherry Red Tintcoat, Iron Gray Metallic, Red Hot, Silver Ice Metallic, and Summit White.",Sedan,Water Cooled Inline i-DTEC DOHC,[email protected],[email protected],4 Cylinders,,,,Manual,Front Wheel Drive,6-Speed,Power,,McPherson Strut with Coil Spring,Torsion Beam with Coil Spring,4549 mm,1748 mm,1489 mm,2600 mm,165 mm,1191 Kg,185/60 R15,R15,Ventilated Disc,Drum,15.32 MPG,20.68 MPG,Diesel,5 Seaters,40.0 Liter Gallon,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.3 ft,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Honda,"14,340",https://www.ccarprice.com/products/Honda_City_V_MT_2022.jpg,City V MT 2022,Japan,"Basic: 3 Years / 36,000 Miles 4 Years / 60,000 Miles Drivetrain, 5 Years / 60,000 Miles Maintenance , and 5 Years / 60,000 Miles Roadside Assistance warranty.","Black, Blue Glow Metallic, Cayenne Orange Metallic, Cherry Red Tintcoat, Iron Gray Metallic, Red Hot, Silver Ice Metallic, and Summit White.",Sedan,Water Cooled Inline i-VTEC DOHC with VTC,[email protected],[email protected],4 Cylinders,,,,Manual,Front Wheel Drive,6-Speed,Power,,McPherson Strut with Coil Spring,Torsion Beam with Coil Spring,4549 mm,1748 mm,1489 mm,2600 mm,165 mm,1191 Kg,185/60 R15,R15,Ventilated Disc,Drum,15.32 MPG,20.68 MPG,Petrol,5 Seaters,40.0 Liter Gallon,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,5.3 ft,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,
Honda,"16,080",https://www.ccarprice.com/products/Honda_City_V_CVT_2022.jpg,City V CVT 2022,japan,"Basic: 3 Years / 36,000 Miles 4 Years / 60,000 Miles Drivetrain, 5 Years / 60,000 Miles Maintenance , and 5 Years / 60,000 Miles Roadside Assistance warranty.","Black, Blue Glow Metallic, Cayenne Orange Metallic, Cherry Red Tintcoat, Iron Gray Metallic, Red Hot, Silver Ice Metallic, and Summit White.",Sedan,Water Cooled Inline i-VTEC DOHC with VTC,[email protected],[email protected],4,,,,Automatic,Front-Wheel Drive,CVT,Power,Rack and pinion,McPherson Strut with Coil Spring,Torsion Beam with Coil Spring,4549 mm,1748 mm,1489 mm,2600 mm,165 mm,1191 Kg,185/60 R15,R15,Ventilated Disc,Drum,16.28 MPG,20.68 MPG,Petrol,5 Seaters,40.0 Liter Gallon,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.3 m,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Honda,"14,330",https://www.ccarprice.com/products/Honda_City_2022_1.jpg,City 2022,japan,"Basic: 3 Years / 36,000 Miles 4 Years / 60,000 Miles Drivetrain, 5 Years / 60,000 Miles Maintenance , and 5 Years / 60,000 Miles Roadside Assistance warranty.","Black, Blue Glow Metallic, Cayenne Orange Metallic, Cherry Red Tintcoat, Iron Gray Metallic, Red Hot, Silver Ice Metallic, and Summit White.",SUV,Water Cooled Inline i-DTEC DOHC,[email protected],[email protected],4,,,,Manual,Front-Wheel Drive,6-Speed,Power,Rack and pinion,McPherson Strut with Coil Spring,Torsion Beam with Coil Spring,4549 mm,1748 mm,1489 mm,2600 mm,165 mm,1191 Kg,185/55 R16,R16,Ventilated Disc,Drum,15.32 MPG,20.68 MPG,Diesel,5 Seaters,40.0 Liter Gallon,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.3 m,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Honda,"31,800",https://www.ccarprice.com/products/Honda_CR-V_2023.jpg,CR-V 2023,japan,"3 Years / 36000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 5 Years / 60000 Miles Drivetrain , and 3 Years / 36000 Miles Roadside Assistance.","Crystal Black Pearl, Lunar Silver Metallic, and Platinum White Pearl.",SUV,1.5L Turbo Inline-4 Gas,190 hp @ 5600 rpm,179 lb-ft @ 2000 rpm,4,,,,Continuously Variable Automatic (CVT),All-Wheel Drive,,Power,Rack-Pinion,"independent, Macpherson strut","independent, multi-link",182.1 in,73 in,66.5 in,104.7 in,,-,P235/65HR17,17 in x 7.5 in Aluminum Wheels,Disc brakes,Disc brakes,27 City,32 Hwy,Gasoline,5 seater,14 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,37.4 ft,,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,
Honda,"28,690",https://www.ccarprice.com/products/Honda_HR-V_EX-L_2WD_2023.jpg,HR-V EX-L 2WD 2023,japan,"3 Years / 36,000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 5 Years / 60,000 Miles Drivetrain , 3 Years / 36,000 Miles Roadside Assistance warranty","Crystal Black Pearl, Lunar Silver Metallic, Milano Red, Modern Steel Metallic, Nordic Forest Pearl, and Platinum White Pearl.",SUV,2.0L Inline-4 Gas,158 hp @ 6500 rpm,138 lb-ft @ 4200 rpm,4,,,,Continuously Variable Automatic (CVT),Front-Wheel Drive,,Power,Rack & Pinion,Strut,Multi-Link,179.8 in,72.4 in,63.4 in,104.5 in,,,P215/60HR17,17 in x 7.5 in Aluminum Wheels,Discs,Discs,26 City,32 Hwy,Gasoline,5 seater,14.8 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,35.1 ft,,Yes,Yes,,Yes,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,
Honda,"26,890",https://www.ccarprice.com/products/Honda_HR-V_LX_Sport_2WD_2023.jpg,HR-V Sport 2WD 2023,japan,"3 Years / 36,000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 5 Years / 60,000 Miles Drivetrain , 3 Years / 36,000 Miles Roadside Assistance warranty","Crystal Black Pearl, Milano Red, Nordic Forest Pearl, Platinum White Pearl, and Urban Gray Pearl.",SUV,2.0L Inline-4 Gas,158 hp @ 6500 rpm,138 lb-ft @ 4200 rpm,4,,,,Continuously Variable Automatic (CVT),Front-Wheel Drive,,Power,Rack & Pinion,Strut,Multi-Link,179.8 in,72.4 in,63.8 in,104.5 in,,,P225/55HR18,18 in x 7.5 in Aluminum Wheels,Discs,Discs,26 City,32 Hwy,Gasoline,5 seater,,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,37.1 ft,,Yes,Yes,,Yes,,,,,,Yes,,,,Yes,,,,,,,,,,,
Honda,"23,650",https://www.ccarprice.com/products/Honda_HR-V_LX_2WD_2023.jpg,HR-V LX 2WD 2023,japan,"3 Years / 36,000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 5 Years / 60,000 Miles Drivetrain , 3 Years / 36,000 Miles Roadside Assistance warranty","Crystal Black Pearl, Lunar Silver Metallic, Modern Steel Metallic, and Platinum White Pearl.",SUV,2.0L Inline-4 Gas,158 hp @ 6500 rpm,138 lb-ft @ 4200 rpm,4,,,,Continuously Variable Automatic (CVT),Front-Wheel Drive,,Power,Rack & Pinion,Strut,Multi-Link,179.8 in,72.4 in,63.4 in,104.5 in,,,P215/60HR17,17 in x 7.5 in Aluminum Wheels,Discs,Discs,26 City,32 Hwy,Gasoline,5 seater,,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,35.1 ft,,Yes,Yes,,Yes,,,,,,Yes,,,,Yes,,,,,,,,,,,
Honda,"23,650",https://www.ccarprice.com/products/Honda_HRV_2023.jpg,HR V 2023,japan,"3 Years / 36,000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 5 Years / 60,000 Miles Drivetrain , 3 Years / 36,000 Miles Roadside Assistance warranty","Crystal Black Pearl, Lunar Silver Metallic, Modern Steel Metallic, and Platinum White Pearl.",SUV,2.0L Inline-4 Gas,158 hp @ 6500 rpm,138 lb-ft @ 4200 rpm,4,,,,Continuously Variable Automatic (CVT),Front-Wheel Drive,,Power,Rack & Pinion,Strut,Torsion Beam,179.8 in,72.4 in,63.4 in,104.5 in,,,P215/60HR17,17 in x 7.5 in Aluminum Wheels,Discs,Discs,26 City,32 Hwy,Gasoline,5 seater,,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,35.1 ft,,Yes,Yes,,Yes,,,,,,Yes,,,,Yes,,,,,,,,,,,
Honda,"30,690",https://www.ccarprice.com/products/Honda_HR-V_EX-L_AWD_2023.jpg,HR-V EX-L AWD 2023,japan,"3 Years / 36,000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 5 Years / 60,000 Miles Drivetrain , 3 Years / 36,000 Miles Roadside Assistance warranty","Crystal Black Pearl, Lunar Silver Metallic, Milano Red, Modern Steel Metallic, Nordic Forest Pearl, and Platinum White Pearl.",SUV,2.0L Inline-4 Gas,158 hp @ 6500 rpm,138 lb-ft @ 4200 rpm,4,,,,Continuously Variable Automatic (CVT),All-Wheel Drive,,Power,Rack & Pinion,Strut,Multi-Link,179.8 in,72.4 in,63.4 in,104.5 in,,,P215/60HR17,17 in x 7.5 in Aluminum Wheels,Discs,Discs,25 City,30 Hwy,Gasoline,5 seater,,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,35.1 ft,,Yes,Yes,,Yes,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,
Honda,"28,890",https://www.ccarprice.com/products/Honda_HR-V_LX_Sport_AWD_2023.jpg,HR-V Sport AWD 2023,japan,"3 Years / 36,000 Miles Basic , 5 Years / Unlimited Miles Corrosion , 5 Years / 60,000 Miles Drivetrain , 3 Years / 36,000 Miles Roadside Assistance warranty","Crystal Black Pearl, Milano Red, Nordic Forest Pearl, Platinum White Pearl, and Urban Gray Pearl.",SUV,2.0L Inline-4 Gas,158 hp @ 6500 rpm,138 lb-ft @ 4200 rpm,4,,,,Continuously Variable Automatic (CVT),All-Wheel Drive,,Power,Rack & Pinion,Strut,Multi-Link,179.8 in,72.4 in,63.8 in,104.5 in,,,P225/55HR18,18 in x 7.5 in Aluminum Wheels,Discs,Discs,25 City,30 Hwy,Gasoline,5 seater,,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,37.1 ft,,Yes,Yes,,Yes,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,
